lfare,dist,passen,mktshr,y97,y99
5.0238805,958,91,.58579999,0,0
5.0238805,988,283,.6358,0,1
5.0238805,991,191,.4404,0,1
5.0238805,996,236,.39590001,0,0
5.0238805,1194,232,.35679999,1,0
5.0238805,1197,863,.73730004,0,0
5.0238805,1320,188,.33759999,0,0
5.0238805,1363,672,.44119999,1,0
5.0238805,1524,181,.33070001,0,0
5.0238805,2107,1068,.47669998,0,1
5.0304379,209,262,.505,0,0
5.0304379,343,278,.92839998,1,0
5.0304379,554,714,.51950002,0,0
5.0304379,562,243,.81889999,0,0
5.0304379,592,371,.7349,0,0
5.0304379,614,157,.63499999,0,0
5.0304379,640,429,.61589998,0,0
5.0304379,762,488,.63849998,0,1
5.0304379,789,202,.52819997,0,1
5.0304379,833,263,.78750002,0,1
5.0304379,884,230,.52950001,0,0
5.0304379,987,155,.62549996,0,0
5.0304379,992,650,.8021,1,0
5.0304379,992,887,.78110003,1,0
5.0304379,1012,1824,.38330001,1,0
5.0304379,1012,2083,.33450001,0,1
5.0304379,1024,178,.32359999,0,0
5.0304379,1113,187,.3057,0,1
5.0304379,1254,175,.28290001,1,0
5.0304379,1262,734,.43470001,0,1
5.0304379,1310,1178,.68160003,0,1
5.0304379,1507,170,.58990002,1,0
5.0304379,1969,232,.33099997,0,0
5.0369525,756,413,.92190003,0,0
5.0369525,770,645,.48730001,1,0
5.0369525,789,187,.56770003,0,0
5.0369525,818,190,.60860002,0,0
5.0369525,819,262,.73720002,1,0
5.0369525,873,533,.85710001,0,1
5.0369525,902,134,.31440002,0,1
5.0369525,964,150,.48580003,1,0
5.0369525,967,200,.8369,0,0
5.0369525,1023,164,.2291,0,1
5.0369525,1024,198,.51969999,0,1
5.0369525,1024,3879,.3134,1,0
5.0369525,1041,264,.37200001,0,1
5.0369525,1080,153,.71760005,1,0
5.0369525,1081,268,.458,0,0
5.0369525,1093,5180,.43830001,0,0
5.0369525,1152,105,.50569999,0,0
5.0369525,1183,213,.3136,0,1
5.0369525,1500,451,.49990001,0,0
5.0369525,1507,248,.61110002,0,1
5.0369525,1672,509,.70480001,0,0
5.0369525,1815,577,.2174,1,0
5.0434251,198,320,.6221,0,1
5.0434251,253,118,.98989999,0,0
5.0434251,338,402,.96370006,0,0
5.0434251,338,440,.97160006,0,1
5.0434251,406,15,.81019998,0,1
5.0434251,412,1113,.41479999,0,1
5.0434251,677,361,.65289998,0,0
5.0434251,756,384,.75760001,1,0
5.0434251,807,157,.491,0,0
5.0434251,815,222,.72129995,0,0
5.0434251,818,222,.6329,0,1
5.0434251,834,632,.85420001,0,1
5.0434251,893,235,.53150004,1,0
5.0434251,935,267,.77089995,0,1
5.0434251,953,240,.85600001,0,0
5.0434251,953,256,.85120004,1,0
5.0434251,977,429,.75940001,1,0
5.0434251,992,356,.78519994,1,0
5.0434251,1062,435,.70039999,1,0
5.0434251,1073,4163,.345,1,0
5.0434251,1120,931,.45159999,0,0
5.0434251,1158,112,.48599997,0,1
5.0434251,1194,206,.4161,0,1
5.0434251,1211,439,.4456,0,0
5.0434251,1229,899,.4761,0,0
5.0434251,1408,450,.4804,0,1
5.0434251,1429,146,.8211,0,1
5.0434251,1502,322,.47099999,0,1
5.0434251,1515,2135,.29429999,1,0
5.0434251,1673,194,.20639999,0,0
5.0434251,1946,455,.2308,1,0
5.0434251,1969,193,.30000001,1,0
5.0434251,1985,378,.373,1,0
5.0498562,303,179,.83209997,1,0
5.0498562,308,342,.84379995,1,0
5.0498562,463,167,.89879996,1,0
5.0498562,545,583,.97589993,0,1
5.0498562,585,368,.61360002,0,1
5.0498562,634,490,.345,1,0
5.0498562,645,239,.52789998,0,0
5.0498562,693,321,.47659999,0,1
5.0498562,782,190,.59419996,0,1
5.0498562,834,575,.89669997,1,0
5.0498562,873,472,.84160006,0,0
5.0498562,884,215,.61699998,1,0
5.0498562,933,234,.90339994,0,0
5.0498562,998,2781,.3328,0,0
5.0498562,1183,185,.278,1,0
5.0498562,1262,682,.4614,0,0
5.0498562,1316,148,.36380002,0,1
5.0498562,1331,290,.40060002,1,0
5.0498562,1334,380,.4039,0,1
5.0498562,1368,398,.28889999,0,1
5.0498562,1368,403,.2784,0,0
5.0498562,1754,177,.40919998,1,0
5.0562458,296,240,.84400004,1,0
5.0562458,614,341,.3723,1,0
5.0562458,693,309,.5352,1,0
5.0562458,693,319,.59319997,0,0
5.0562458,727,369,.5255,0,1
5.0562458,873,452,.84809995,1,0
5.0562458,969,711,.46400002,0,1
5.0562458,994,325,.77519995,1,0
5.0562458,1022,156,.34999999,0,0
5.0562458,1093,4956,.45009997,1,0
5.0562458,1157,249,.67769998,0,0
5.0562458,1163,235,.33130002,0,0
5.0562458,1320,165,.38589999,0,1
5.0562458,1435,183,.611,0,0
5.0562458,2041,124,.3071,0,1
5.0625949,267,908,.98710001,1,0
5.0625949,302,231,.98260003,0,0
5.0625949,410,73,.81639999,0,1
5.0625949,463,201,.54519999,0,1
5.0625949,640,365,.61210001,1,0
5.0625949,713,416,.3339,0,1
5.0625949,727,307,.45480001,0,0
5.0625949,852,1218,.46849999,0,1
5.0625949,880,603,.63459998,0,0
5.0625949,920,906,.82669997,0,0
5.0625949,921,102,.52830005,0,1
5.0625949,967,205,.78780001,0,1
5.0625949,992,333,.80260003,0,0
5.0625949,1062,447,.68970001,0,1
5.0625949,1131,213,.3475,0,1
5.0625949,1194,238,.3642,0,0
5.0625949,1283,221,.3211,0,0
5.0625949,1542,182,.32919997,0,1
5.0625949,1554,194,.47229999,0,1
5.0625949,2107,548,.2721,1,0
5.0689044,302,208,.98750001,0,1
5.0689044,357,396,.94919997,0,1
5.0689044,506,4,.81819999,0,1
5.0689044,562,337,.78720003,1,0
5.0689044,604,308,.75889999,0,0
5.0689044,626,143,.33490002,1,0
5.0689044,718,211,.56880003,1,0
5.0689044,786,339,.63,0,0
5.0689044,880,182,.91870004,1,0
5.0689044,992,69,.3849,0,0
5.0689044,996,270,.35099998,0,1
5.0689044,1024,152,.7001,0,0
5.0689044,1069,128,.58539999,1,0
5.0689044,1071,145,.2172,0,0
5.0689044,1174,1543,.29719999,0,0
5.0689044,1211,418,.43700001,0,1
5.0689044,1244,184,.32799998,0,1
5.0689044,1254,212,.34540001,0,0
5.0689044,1484,206,.30230001,0,1
5.0689044,1826,553,.57060003,1,0
5.0689044,1985,562,.3215,0,1
5.0751739,296,212,.86070001,0,1
5.0751739,468,210,.82429999,1,0
5.0751739,562,269,.86040002,0,1
5.0751739,634,478,.43619999,0,0
5.0751739,756,6793,.64989996,0,1
5.0751739,846,314,.602,0,0
5.0751739,865,468,.5122,0,0
5.0751739,880,181,.91350001,0,0
5.0751739,902,125,.3522,0,0
5.0751739,926,281,.74809998,1,0
5.0751739,998,2770,.3847,1,0
5.0751739,1024,3768,.31799999,0,1
5.0751739,1120,956,.43830001,0,1
5.0751739,1145,526,.72370005,0,0
5.0751739,1183,187,.2676,0,0
5.0751739,1254,219,.31810001,0,1
5.0751739,1490,353,.30540001,1,0
5.0751739,1490,378,.30930001,0,0
5.0814042,296,215,.852,0,0
5.0814042,323,136,.8276,0,1
5.0814042,473,186,.79980004,0,0
5.0814042,473,206,.81980002,0,1
5.0814042,597,279,.50410002,0,0
5.0814042,732,94,.46169999,0,0
5.0814042,742,360,.76609999,0,1
5.0814042,920,353,.4914,1,0
5.0814042,978,829,.74120003,1,0
5.0814042,1145,574,.76910001,1,0
5.0814042,1174,1683,.2854,0,1
5.0814042,1189,225,.28549999,0,1
5.0814042,1220,802,.89629996,0,0
5.0814042,1302,229,.57209998,1,0
5.0814042,1444,163,.35689998,0,0
5.0814042,1484,228,.32830003,0,0
5.0814042,1494,175,.36740002,1,0
5.0814042,1507,211,.6329,0,0
5.0814042,1866,342,.3028,0,1
5.0814042,2021,228,.36430001,0,1
5.0875964,95,146,.76319999,0,1
5.0875964,262,203,.56520003,0,0
5.0875964,320,420,.61540002,0,0
5.0875964,540,277,.61989999,0,1
5.0875964,614,337,.403,0,0
5.0875964,693,799,.67800003,0,0
5.0875964,756,6172,.59069997,0,0
5.0875964,837,893,.36009997,0,1
5.0875964,869,447,.64529997,0,0
5.0875964,926,290,.69730002,0,1
5.0875964,944,215,.49490002,0,1
5.0875964,951,618,.86050004,0,0
5.0875964,994,347,.79150003,0,0
5.0875964,1030,86,.50760001,1,0
5.0875964,1342,210,.30579999,1,0
5.0875964,1440,3068,.31200001,0,1
5.0875964,1673,214,.21969999,0,1
5.0875964,1815,573,.25819999,0,0
5.0875964,1980,231,.31670001,0,1
5.0875964,1999,765,.23120001,1,0
5.09375,296,259,.65739995,0,0
5.09375,532,235,.74529999,0,0
5.09375,597,286,.4438,0,1
5.09375,773,281,.90949994,0,0
5.09375,787,449,.63849998,0,0
5.09375,807,132,.5169,0,1
5.09375,853,788,.59740001,0,1
5.09375,946,1981,.7888,0,0
5.09375,992,775,.75389999,0,0
5.09375,1077,683,.42830002,0,1
5.09375,1444,173,.37580001,0,1
5.09375,1490,480,.55860001,0,0
5.09375,1515,2260,.33220002,0,0
5.09375,1542,163,.36189997,1,0
5.09375,1946,406,.44330001,0,0
5.09375,2280,309,.32669997,0,1
5.0998664,427,1829,.32519999,0,1
5.0998664,460,941,.51520002,0,1
5.0998664,468,360,.87839997,1,0
5.0998664,639,214,.75569999,1,0
5.0998664,652,191,.7701,1,0
5.0998664,713,364,.3351,1,0
5.0998664,718,189,.57800001,0,0
5.0998664,1071,169,.27989998,0,1
5.0998664,1370,166,.48529997,0,1
5.0998664,1554,198,.49919999,0,0
5.0998664,1750,970,.72420001,1,0
5.0998664,1999,1059,.42900002,0,1
5.0998664,2175,331,.48439997,1,0
5.1059456,427,1652,.44240001,1,0
5.1059456,446,582,.88999999,1,0
5.1059456,920,929,.76239997,0,1
5.1059456,949,224,.86540002,0,0
5.1059456,953,241,.80430001,0,1
5.1059456,1026,272,.6918,1,0
5.1059456,1087,142,.69099998,1,0
5.1059456,1120,818,.39570001,1,0
5.1059456,1131,180,.40130001,1,0
5.1059456,1218,122,.43439999,0,1
5.1059456,1334,341,.3184,0,0
5.1059456,1363,637,.59920001,0,1
5.1059456,1435,146,.45159999,1,0
5.1059456,1627,193,.33090001,0,1
5.1059456,1671,1052,.55379999,0,1
5.1059456,1672,368,.71769994,0,0
5.1059456,1672,736,.3484,1,0
5.1059456,1826,686,.63410002,0,1
5.1059456,1866,316,.26109999,1,0
5.1059456,1998,548,.4048,0,1
5.1119876,472,433,.62700003,0,1
5.1119876,742,346,.75809997,1,0
5.1119876,912,240,.71930003,1,0
5.1119876,969,629,.50389999,1,0
5.1119876,1068,1051,.50800002,0,1
5.1119876,1163,240,.3321,0,1
5.1119876,1211,378,.48199999,1,0
5.1119876,1283,208,.27160001,0,1
5.1119876,1373,443,.62199998,0,0
5.1119876,1484,196,.26620001,1,0
5.1119876,1522,148,.4479,0,1
5.1119876,1573,243,.43520001,1,0
5.1119876,1754,188,.36000001,0,1
5.1119876,1849,617,.26389998,0,1
5.1119876,1985,433,.39650002,0,0
5.1179938,267,924,.96839994,0,0
5.1179938,345,3195,.56089997,1,0
5.1179938,468,367,.88739997,0,0
5.1179938,576,1065,.6135,1,0
5.1179938,639,290,.78580004,0,0
5.1179938,851,148,.87730002,1,0
5.1179938,1022,132,.33220002,1,0
5.1179938,1152,112,.48150003,1,0
5.1179938,1645,165,.47209999,0,0
5.1179938,1672,459,.61909997,1,0
5.1179938,2040,536,.52179998,0,0
5.1179938,2107,651,.44310001,0,0
5.1179938,2175,610,.46020001,0,1
5.1239638,296,234,.73230004,1,0
5.1239638,296,239,.78440005,0,1
5.1239638,296,528,.52679998,0,0
5.1239638,427,1676,.4641,0,0
5.1239638,443,216,.64769995,0,0
5.1239638,532,226,.74059999,1,0
5.1239638,602,1708,.51740003,0,1
5.1239638,646,161,.64219999,0,1
5.1239638,646,203,.53150004,0,0
5.1239638,713,761,.67870003,0,1
5.1239638,920,333,.5327,0,1
5.1239638,965,430,.63270003,0,1
5.1239638,992,816,.73260003,0,1
5.1239638,994,289,.74120003,0,1
5.1239638,1024,156,.7324,1,0
5.1239638,1034,431,.52599996,1,0
5.1239638,1081,296,.4734,0,1
5.1239638,1145,588,.74650002,0,1
5.1239638,1189,232,.25670001,0,0
5.1239638,1199,1154,.4066,1,0
5.1239638,1331,290,.42200002,0,1
5.1239638,1370,155,.45730001,0,0
5.1239638,1573,269,.62089998,0,1
5.1239638,1738,554,.46090001,1,0
5.1239638,1776,226,.2446,0,1
5.1239638,1989,215,.36020002,1,0
5.1298985,209,275,.528,0,1
5.1298985,468,197,.70849997,0,1
5.1298985,667,130,.5553,1,0
5.1298985,674,242,.87989998,1,0
5.1298985,742,374,.79710001,0,0
5.1298985,786,321,.60830003,0,1
5.1298985,787,490,.6469,0,1
5.1298985,809,214,.39250001,0,0
5.1298985,949,217,.88080001,1,0
5.1298985,965,369,.63929999,1,0
5.1298985,1008,69,.31059998,0,0
5.1298985,1034,413,.57419997,0,0
5.1298985,1093,4785,.45630002,0,1
5.1298985,1131,194,.42990002,0,0
5.1298985,1238,520,.48900002,0,1
5.1298985,1429,143,.85070002,0,0
5.1298985,1589,362,.69099998,0,1
5.1298985,1846,192,.34709999,1,0
5.1298985,2040,565,.42490003,0,1
5.1357985,284,145,.92150003,0,0
5.1357985,468,183,.8761,0,0
5.1357985,483,134,.80940002,1,0
5.1357985,501,393,.64289999,0,1
5.1357985,602,1571,.56159997,0,0
5.1357985,668,156,.4955,0,1
5.1357985,782,167,.2599,0,0
5.1357985,1024,145,.76989996,0,1
5.1357985,1068,999,.48310003,0,0
5.1357985,1088,482,.7098,0,1
5.1357985,1276,1486,.59039998,0,1
5.1357985,1406,129,.39020002,1,0
5.1357985,1406,132,.48400003,0,1
5.1416636,262,193,.51969999,1,0
5.1416636,412,980,.40599999,0,0
5.1416636,472,412,.58560002,0,0
5.1416636,533,816,.6232,0,0
5.1416636,650,235,.85110003,0,0
5.1416636,1026,325,.73280001,0,1
5.1416636,1055,1265,.30860001,0,1
5.1416636,1077,610,.5072,0,0
5.1416636,1087,141,.67930001,0,1
5.1416636,1087,342,.77449995,1,0
5.1416636,1197,1467,.5,1,0
5.1416636,1213,217,.71849996,0,0
5.1416636,1363,616,.542,0,0
5.1416636,1449,299,.5528,1,0
5.1416636,1787,222,.22950001,1,0
5.1416636,1787,253,.30860001,0,0
5.1416636,1815,565,.3107,0,1
5.1416636,1930,387,.65980005,0,0
5.1474943,475,223,.76300001,0,1
5.1474943,761,179,.5237,1,0
5.1474943,782,170,.4032,1,0
5.1474943,834,1006,.4131,0,1
5.1474943,906,159,.31830001,1,0
5.1474943,944,208,.46939999,0,0
5.1474943,1044,254,.50959998,0,0
5.1474943,1174,1264,.32029998,1,0
5.1474943,1197,345,.41169998,0,1
5.1474943,1490,221,.69639999,0,1
5.1474943,1542,146,.39330003,0,0
5.1474943,1797,587,.52209997,0,1
5.1532917,337,116,.461,0,0
5.1532917,449,155,.90079999,1,0
5.1532917,512,197,.82739997,1,0
5.1532917,533,855,.53570002,0,1
5.1532917,793,48,.5011,0,0
5.1532917,925,1835,.34009999,0,1
5.1532917,1020,776,.40270001,0,1
5.1532917,1034,389,.60830003,0,1
5.1532917,1087,138,.73629999,0,0
5.1532917,1098,256,.37909999,0,1
5.1532917,1302,222,.6049,0,0
5.1532917,1373,473,.55129999,0,1
5.1532917,1449,342,.58209997,0,1
5.1532917,1589,324,.6067,0,0
5.1532917,1645,139,.67629999,1,0
5.1532917,1648,395,.35830003,0,0
5.1532917,1742,195,.24420001,0,0
5.1532917,1999,835,.41349998,0,0
5.1590552,261,195,.77469999,0,0
5.1590552,540,2546,.7385,1,0
5.1590552,632,354,.69389999,0,0
5.1590552,674,209,.82699996,0,1
5.1590552,700,158,.61449999,0,1
5.1590552,700,179,.58770001,0,0
5.1590552,852,1080,.47049999,0,0
5.1590552,888,2377,.56450003,0,0
5.1590552,920,332,.51789999,0,0
5.1590552,944,265,.48169997,1,0
5.1590552,946,238,.63959998,1,0
5.1590552,949,232,.88519996,0,1
5.1590552,992,311,.51819998,0,0
5.1590552,992,338,.74669999,0,1
5.1590552,1186,186,.72350001,1,0
5.1590552,1399,885,.72430003,0,1
5.1590552,1440,2619,.28299999,1,0
5.1590552,1440,2656,.2992,0,0
5.1590552,1466,113,.2933,0,1
5.1590552,1522,132,.31,1,0
5.1590552,1627,158,.37099999,0,0
5.1590552,1671,984,.54509997,0,0
5.1647859,262,206,.5327,0,1
5.1647859,345,2998,.54150003,0,0
5.1647859,481,552,.90279996,0,1
5.1647859,604,310,.7421,0,1
5.1647859,906,169,.32799998,0,0
5.1647859,933,196,.89169997,1,0
5.1647859,964,429,.5596,0,0
5.1647859,1014,183,.71389997,1,0
5.1647859,1014,211,.73080003,0,0
5.1647859,1235,868,.60000002,1,0
5.1647859,1342,224,.35709998,0,0
5.1647859,1435,148,.57139999,0,1
5.1647859,1645,154,.60659999,0,1
5.1647859,1672,719,.33400002,0,1
5.1647859,1738,465,.4752,0,0
5.1704841,227,419,.53750002,1,0
5.1704841,296,509,.49590001,0,1
5.1704841,396,331,.8757,1,0
5.1704841,436,185,.82819998,0,0
5.1704841,499,447,.73440003,0,0
5.1704841,604,2728,.61500001,0,1
5.1704841,650,216,.85180002,1,0
5.1704841,674,243,.81150001,0,0
5.1704841,718,210,.45970002,0,1
5.1704841,862,1111,.46580002,1,0
5.1704841,964,159,.67050004,0,1
5.1704841,964,434,.53259999,1,0
5.1704841,1020,731,.36900002,1,0
5.1704841,1057,348,.60420001,0,1
5.1704841,1068,1026,.47040001,1,0
5.1704841,1408,347,.41589999,0,0
5.1704841,1461,358,.59450001,0,0
5.1704841,1787,230,.2394,0,1
5.1704841,1790,352,.2588,0,1
5.1704841,1998,472,.48549998,0,0
5.1761498,761,249,.78510004,0,0
5.1761498,762,376,.72830003,1,0
5.1761498,925,1683,.34259999,1,0
5.1761498,955,98,.95120001,1,0
5.1761498,964,144,.59529996,0,0
5.1761498,984,925,.51609999,1,0
5.1761498,984,1053,.50550002,0,0
5.1761498,1336,292,.45340002,0,1
5.1761498,1342,293,.31780002,0,1
5.1761498,1408,314,.25229999,1,0
5.1761498,2125,308,.20110001,0,1
5.1761498,2595,501,.22129999,0,1
5.1817837,259,241,.9526,1,0
5.1817837,259,250,.95910001,0,0
5.1817837,284,143,.59189999,1,0
5.1817837,345,3072,.56369996,0,1
5.1817837,365,212,.89779997,0,0
5.1817837,551,193,.76410002,0,1
5.1817837,632,343,.71089995,1,0
5.1817837,700,160,.68699998,1,0
5.1817837,980,172,.89529997,0,0
5.1817837,1013,632,.45919999,0,0
5.1817837,1044,319,.47150001,0,1
5.1817837,1461,386,.54290003,1,0
5.1817837,2027,301,.26109999,0,1
5.1817837,2280,230,.2511,0,0
5.187386,240,273,.67110002,1,0
5.187386,446,523,.93989998,0,0
5.187386,595,816,.57959998,1,0
5.187386,614,320,.4179,0,1
5.187386,861,274,.63800001,0,0
5.187386,965,343,.63929999,0,0
5.187386,1008,77,.2384,0,1
5.187386,1014,223,.74910003,0,1
5.187386,1302,254,.59850001,0,1
5.187386,1368,343,.30110002,1,0
5.187386,1671,915,.61680001,1,0
5.187386,1672,667,.3563,0,0
5.187386,1826,492,.69870001,0,0
5.187386,1866,275,.27340001,0,0
5.1929569,227,416,.55970001,0,0
5.1929569,330,1518,.72839999,1,0
5.1929569,475,201,.79280001,0,0
5.1929569,528,927,.79390001,0,1
5.1929569,634,458,.3802,0,1
5.1929569,652,186,.7895,0,0
5.1929569,853,873,.71940005,0,0
5.1929569,958,82,.56990004,0,1
5.1929569,972,520,.61189997,1,0
5.1929569,1013,686,.45740002,0,1
5.1929569,1057,262,.47580001,1,0
5.1929569,1218,190,.24169999,0,1
5.1929569,1238,344,.4091,1,0
5.1929569,1490,183,.66670001,0,0
5.1929569,1601,224,.2465,0,1
5.1929569,1672,304,.62660003,0,1
5.1929569,1738,486,.48570001,0,1
5.1929569,1989,241,.28380001,0,0
5.1929569,2021,183,.29089999,1,0
5.1929569,2090,267,.21790001,0,1
5.1984968,318,237,.91000003,1,0
5.1984968,463,162,.92879999,0,0
5.1984968,613,245,.3143,0,1
5.1984968,795,264,.5424,1,0
5.1984968,880,177,.93370003,0,1
5.1984968,951,564,.82410002,0,1
5.1984968,984,1095,.4718,0,1
5.1984968,1013,224,.64219999,1,0
5.1984968,1081,229,.45099998,1,0
5.1984968,1088,423,.67620003,0,0
5.1984968,1118,364,.45220003,1,0
5.1984968,1152,77,.4316,0,1
5.1984968,1235,751,.5625,0,0
5.1984968,1500,318,.35950002,0,1
5.1984968,1522,125,.4276,0,0
5.1984968,1601,196,.2199,1,0
5.1984968,1747,721,.68059999,1,0
5.1984968,1776,181,.30219999,1,0
5.1984968,1849,459,.27779999,1,0
5.1984968,1930,377,.53850001,0,1
5.1984968,2175,360,.48610002,0,0
5.1984968,2555,582,.2393,0,1
5.2040067,396,293,.87849998,0,0
5.2040067,444,185,.79580003,0,0
5.2040067,499,398,.71749997,0,1
5.2040067,539,71,.8308,0,0
5.2040067,773,285,.87400001,0,1
5.2040067,957,328,.9526,1,0
5.2040067,1077,587,.449,1,0
5.2040067,1118,374,.48820001,0,0
5.2040067,1235,873,.55320001,0,1
5.2040067,1238,396,.57770002,0,0
5.2040067,1258,850,.72960001,1,0
5.2040067,1276,1206,.60750002,0,0
5.2040067,1449,330,.58209997,0,0
5.2040067,1490,323,.2823,0,1
5.2040067,1776,187,.28920001,0,0
5.2040067,1790,302,.2499,1,0
5.2040067,1847,375,.3247,0,0
5.2040067,1849,468,.32509997,0,0
5.2040067,2177,934,.3743,0,1
5.2040067,2441,310,.30340001,1,0
5.2040067,2537,309,.25889999,0,1
5.209486,95,174,.77079999,1,0
5.209486,227,633,.68529999,0,0
5.209486,240,287,.57630002,0,0
5.209486,261,201,.7723,0,1
5.209486,298,184,.88019997,1,0
5.209486,299,302,.64629996,0,1
5.209486,436,199,.8926,1,0
5.209486,624,191,.79190004,1,0
5.209486,650,245,.84949994,0,1
5.209486,762,368,.69,0,0
5.209486,773,242,.89949995,1,0
5.209486,809,199,.26540002,1,0
5.209486,920,904,.74360001,0,0
5.209486,929,817,.54089999,0,0
5.209486,1118,368,.4113,0,1
5.209486,1213,212,.69839996,1,0
5.209486,1494,155,.26750001,0,1
5.209486,1549,170,.48689997,1,0
5.209486,1573,186,.4562,0,0
5.209486,1648,411,.3682,1,0
5.209486,1790,321,.26719999,0,0
5.209486,2297,552,.20729999,1,0
5.2149358,267,852,.9874,0,1
5.2149358,299,311,.71959996,0,0
5.2149358,349,349,.7999,0,1
5.2149358,365,264,.958,0,1
5.2149358,453,216,.85110003,1,0
5.2149358,554,683,.48630002,0,1
5.2149358,604,2374,.6336,1,0
5.2149358,756,354,.92660004,0,1
5.2149358,834,257,.5323,0,1
5.2149358,992,63,.54070002,0,1
5.2149358,1022,133,.3696,0,1
5.2149358,1818,198,.38799998,0,1
5.2149358,2288,211,.22709998,0,1
5.2149358,2537,305,.33110002,0,0
5.220356,253,109,.98010004,0,1
5.220356,508,337,.8308,1,0
5.220356,592,248,.7295,0,1
5.220356,712,252,.82949996,1,0
5.220356,925,1690,.34419999,0,0
5.220356,980,145,.87650001,1,0
5.220356,1057,305,.63520002,0,0
5.220356,1258,813,.70480001,0,0
5.220356,1482,189,.2696,0,1
5.220356,1483,203,.62900001,0,1
5.220356,1559,336,.5751,1,0
5.220356,1946,334,.3179,0,1
5.220356,2177,781,.3488,0,0
5.220356,2297,680,.16049999,0,1
5.2257466,321,370,.97710001,0,0
5.2257466,349,353,.79030001,0,0
5.2257466,436,209,.83489996,0,1
5.2257466,444,171,.84540004,1,0
5.2257466,460,747,.53029996,0,0
5.2257466,478,1068,.366,1,0
5.2257466,508,348,.85470003,0,0
5.2257466,535,269,.38929999,0,1
5.2257466,632,217,.82459998,1,0
5.2257466,982,183,.64999998,0,0
5.2257466,987,139,.59509999,0,1
5.2257466,1145,471,.38859999,1,0
5.2257466,1304,497,.505,0,1
5.2257466,1461,413,.4402,0,1
5.2257466,1569,118,.3691,0,1
5.2257466,1750,818,.72070003,0,0
5.2257466,2029,260,.47869998,0,1
5.2311087,330,1499,.75669998,0,0
5.2311087,336,437,.68610001,1,0
5.2311087,604,2368,.62059999,0,0
5.2311087,612,585,.64419997,0,0
5.2311087,632,248,.77959996,0,0
5.2311087,639,259,.67550004,0,1
5.2311087,641,1751,.38990003,0,1
5.2311087,674,239,.79480004,0,0
5.2311087,793,46,.48950002,0,1
5.2311087,809,225,.37729999,0,1
5.2311087,888,2378,.55879998,0,1
5.2311087,987,241,.60409999,0,0
5.2311087,987,278,.65610003,1,0
5.2311087,987,279,.65019995,0,1
5.2311087,1013,242,.63590002,0,0
5.2311087,1020,671,.3856,0,0
5.2311087,1041,564,.4795,1,0
5.2311087,2555,488,.26820001,1,0
5.2364421,365,138,.95120001,0,0
5.2364421,468,351,.86610001,0,1
5.2364421,501,308,.82559997,0,0
5.2364421,734,800,.68559998,0,0
5.2364421,852,253,.81720001,0,0
5.2364421,980,179,.8599,0,1
5.2364421,1218,183,.32369998,1,0
5.2364421,1276,1134,.59290004,1,0
5.2364421,1300,482,.69949996,1,0
5.2364421,1370,133,.29770002,1,0
5.2364421,1482,207,.32209998,0,0
5.2364421,1685,55,.32089999,1,0
5.2364421,1764,197,.33020002,0,0
5.2364421,1975,315,.29750001,0,1
5.2417469,453,219,.92699999,0,0
5.2417469,576,837,.90109998,0,0
5.2417469,590,278,.69879997,0,1
5.2417469,964,458,.58289999,0,1
5.2417469,1013,253,.6358,0,1
5.2417469,1140,207,.72460002,0,0
5.2417469,1300,445,.69410002,0,0
5.2417469,1869,203,.30399999,0,1
5.2417469,2555,487,.2489,0,0
5.2470241,274,10,.94569999,0,0
5.2470241,318,209,.92860001,0,1
5.2470241,365,113,.94620001,1,0
5.2470241,432,280,.91110003,1,0
5.2470241,483,110,.866,0,0
5.2470241,929,779,.53110003,1,0
5.2470241,933,208,.90610003,0,1
5.2470241,944,165,.377,0,0
5.2470241,950,582,.61019999,1,0
5.2470241,982,189,.68410003,1,0
5.2470241,1044,232,.49599999,1,0
5.2470241,1088,401,.67470002,1,0
5.2470241,1258,807,.72040004,0,1
5.2470241,1545,918,.40700001,0,1
5.2470241,1846,192,.32479998,0,1
5.2470241,2337,479,.2552,1,0
5.2522736,284,146,.80699998,0,1
5.2522736,501,278,.87309998,1,0
5.2522736,632,227,.85610002,0,1
5.2522736,647,791,.53419995,1,0
5.2522736,805,176,.69220001,0,0
5.2522736,834,841,.41139999,0,0
5.2522736,853,878,.69099998,0,1
5.2522736,972,557,.64480001,0,0
5.2522736,1140,249,.67930001,0,1
5.2522736,1143,102,.43470001,0,1
5.2522736,1158,289,.70889997,0,0
5.2522736,1417,289,.64629996,0,0
5.2522736,1417,313,.54949999,0,1
5.2522736,1482,201,.22319999,1,0
5.2522736,1483,166,.3466,1,0
5.2522736,1998,356,.2376,1,0
5.2522736,2362,333,.29639998,0,1
5.2574954,328,232,.53939998,1,0
5.2574954,336,476,.73699999,0,1
5.2574954,461,36,.51370001,0,0
5.2574954,732,89,.42610002,0,1
5.2574954,794,197,.80320001,0,0
5.2574954,818,101,.414,0,1
5.2574954,987,127,.66150004,1,0
5.2574954,1104,228,.54470003,1,0
5.2574954,1494,143,.2938,0,0
5.2574954,1742,184,.3071,1,0
5.2574954,1754,179,.39560002,0,0
5.2574954,2239,427,.29389998,0,1
5.2626901,336,454,.73550004,0,0
5.2626901,365,153,.91390002,0,1
5.2626901,496,730,.93180001,0,1
5.2626901,612,537,.62800002,1,0
5.2626901,750,211,.82809997,0,0
5.2626901,761,204,.73320001,1,0
5.2626901,1013,509,.4614,1,0
